1,-250
2,-250
3,-250
4,270
5,-250
6,-250
7,-250
8,-250
9,-250
10,-250
11,-250
12,-250
13,-250
14,305
15,-250
16,-250
17,-250
18,290
19,-250
20,-250
21,-250
22,-250
23,-250
24,-250
25,-250
26,-250
27,275
28,-250
29,395
30,-250
31,-250
32,-250
33,-250
34,-250
35,-250
36,-250
37,325
38,300
39,-250
40,-250
41,-250
42,-250
43,-250
44,300
45,-250
46,-250
47,-250
48,-250
49,275
50,305
51,270
52,-250
53,-250
54,-250
55,305
56,-250
57,-250
58,-250
59,-250
60,355
61,425
62,-250
63,275
64,-250
65,-250
66,-250
67,370
68,265
69,-250
70,400
71,-250
72,-250
73,420
74,-250
75,-250
76,-250
77,-250
78,295
79,-250
80,-250
81,260
82,-250
83,-250
84,320
85,320
86,-250
87,305
88,335
89,275
90,-250
91,-250
92,-250
93,-250
94,-250
95,-250
96,-250
97,-250
98,-250
99,-250
100,-250
101,-250
102,-250
103,-250
104,-250
105,-250
106,405
107,-250
108,-250
109,435
110,-250
111,-250
112,-250
113,-250
114,370
115,280
116,-250
117,370
118,-250
119,-250
120,320
121,-250
122,-250
123,-250
124,-250
125,-250
126,-250
127,-250
128,400
129,-250
130,275
131,-250
132,-250
133,-250
134,415
135,-250
136,290
137,270
138,-250
139,-250
140,385
141,-250
142,-250
143,275
144,-250
145,-250
146,-250
147,-250
148,-250
149,-250
150,305
151,-250
152,-250
153,-250
154,-250
155,-250
156,-250
157,-250
158,-250
159,-250
160,-250
161,-250
162,265
163,-250
164,-250
165,425
166,415
167,350
168,-250
169,-250
170,425
171,-250
172,265
173,305
174,-250
175,320
176,-250
177,435
178,355
179,-250
180,-250
181,-250
182,-250
183,-250
184,-250
185,-250
186,405
187,315
188,-250
189,310
190,355
191,375
192,-250
193,-250
194,-250
195,275
196,-250
197,410
198,-250
199,-250
200,-250
201,-250
202,-250
203,-250
204,-250
205,390
206,-250
207,-250
208,300
209,-250
210,350
211,-250
212,-250
213,395
214,-250
215,-250
216,-250
217,295
218,-250
219,-250
220,-250
221,280
222,285
223,290
224,340
225,350
226,-250
227,385
228,-250
229,345
230,-250
231,400
232,395
233,-250
234,-250
235,365
236,-250
237,410
238,385
239,-250
240,-250
241,-250
242,275
243,-250
244,-250
245,420
246,265
247,270
248,330
249,-250
250,-250
251,-250
252,300
253,-250
254,365
255,-250
256,-250
257,-250
258,-250
259,-250
260,305
261,305
262,355
263,275
264,335
265,-250
266,-250
267,290
268,320
269,355
270,425
271,-250
272,-250
273,290
274,-250
275,320
276,285
277,-250
278,-250
279,-250
280,-250
281,355
282,310
283,-250
284,320
285,280
286,-250
287,275
288,-250
289,340
290,320
291,-250
292,370
293,365
294,260
295,-250
296,430
297,325
298,-250
299,-250
300,-250
301,325
302,-250
303,385
304,365
305,-250
306,270
307,-250
308,255
309,-250
310,-250
311,435
312,265
313,335
314,315
315,-250
316,310
317,385
318,275
319,375
320,365
321,400
322,-250
323,430
324,-250
325,290
326,295
327,415
328,-250
329,430
330,-250
331,395
332,450
333,270
334,-250
335,-250
336,-250
337,-250
338,405
339,355
340,370
341,295
342,440
343,370
344,365
345,-250
346,-250
347,-250
348,-250
349,-250
350,-250
351,-250
352,-250
353,-250
354,-250
355,-250
356,-250
357,320
358,325
359,360
360,365
361,270
362,-250
363,345
364,275
365,325
366,285
367,-250
368,-250
369,305
370,-250
371,-250
372,300
373,335
374,360
375,410
376,-250
377,445
378,365
379,285
380,305
381,-250
382,-250
383,280
384,-250
385,-250
386,415
387,280
388,340
389,385
390,255
391,290
392,-250
393,440
394,450
395,295
396,-250
397,-250
398,-250
399,-250
400,-250
401,-250
402,-250
403,255
404,265
405,-250
406,-250
407,325
408,290
409,315
410,275
411,-250
412,335
413,350
414,375
415,375
416,-250
417,-250
418,-250
419,-250
420,-250
421,315
422,-250
423,-250
424,-250
425,-250
426,400
427,275
428,290
429,-250
430,335
431,365
432,370
433,-250
434,300
435,-250
436,370
437,355
438,380
439,365
440,-250
441,465
442,405
443,370
444,410
445,335
446,260
447,370
448,-250
449,-250
450,370
451,-250
452,-250
453,-250
454,-250
455,310
456,340
457,-250
458,270
459,370
460,-250
461,445
462,-250
463,320
464,-250
465,-250
466,310
467,-250
468,355
469,-250
470,260
471,410
472,-250
473,-250
474,-250
475,255
476,-250
477,-250
478,325
479,295
480,305
481,-250
482,-250
483,285
484,400
485,440
486,-250
487,365
488,410
489,305
490,405
491,305
492,325
493,255
494,360
495,-250
496,370
497,305
498,300
499,-250
500,310
501,255
502,360
503,275
504,375
505,395
506,345
507,375
508,-250
509,-250
510,420
511,-250
512,-250
513,390
514,-250
515,-250
516,300
517,380
518,405
519,430
520,310
521,-250
522,-250
523,-250
524,-250
525,-250
526,-250
527,370
528,430
529,-250
530,-250
531,350
532,-250
533,295
534,400
535,-250
536,260
537,-250
538,-250
539,400
540,400
541,275
542,440
543,300
544,300
545,-250
546,-250
547,375
548,-250
549,-250
550,360
551,-250
552,-250
553,-250
554,-250
555,415
556,-250
557,375
558,340
559,280
560,-250
561,405
562,-250
563,-250
564,-250
565,-250
566,260
567,-250
568,425
569,365
570,-250
571,-250
572,390
573,-250
574,-250
575,315
576,310
577,325
578,395
579,280
580,390
581,290
582,-250
583,-250
584,335
585,365
586,-250
587,-250
588,310
589,285
590,-250
591,-250
592,270
593,-250
594,-250
595,440
596,280
597,300
598,280
599,270
600,-250
601,290
602,310
603,-250
604,-250
605,400
606,365
607,285
608,345
609,360
610,385
611,-250
612,270
613,285
614,325
615,315
616,425
617,375
618,335
619,325
620,-250
621,380
622,295
623,-250
624,325
625,-250
626,-250
627,-250
628,350
629,405
630,410
